_ID;FOURNISSEUR;FAMILLE  ;REF_FABRICANT;REF_DISTRIBUTEUR;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;;;;;;
100923;SOCOLEC;APPAREILLAGE;30253;00001030253;ANGLE PLAT POUR DLPLUS 32 X 12,5;LEGRAND ;1;3,78;2,04;;;;;;
100924;SOCOLEC;APPAREILLAGE;30281;00001030281;ANGLE INTERIEUR/EXTERIEUR POUR DLPLUS 40 X 16;LEGRAND ;1;3,72;2,01;;;;;;
100925;SOCOLEC;APPAREILLAGE;30283;00001030283;ANGLE PLAT POUR DLPLUS 40 X 16;LEGRAND ;1;4,52;2,44;;;;;;
100926;SOCOLEC;APPAREILLAGE;30300;00001030300;EMBOUT POUR DLPLUS 75 X 20;LEGRAND ;1;2,36;1,27;;;;;;
100927;SOCOLEC;APPAREILLAGE;30301;00001030301;ANGLE INTERIEUR/EXTERIEUR POUR DLPLUS 75 X 20;LEGRAND ;1;8,19;4,42;;;;;;
100928;SOCOLEC;APPAREILLAGE;30303;00001030303;ANGLE PLAT POUR DLPLUS 75 X 20;LEGRAND ;1;12,10;6,53;;;;;;
100929;SOCOLEC;APPAREILLAGE;30804;00001030804;MOULURE DLPLUS 32 X 16;LEGRAND ;1;4,78;2,58;;;;;;
100930;SOCOLEC;APPAREILLAGE;31202;00001031202;EMBOUT POUR DLPLUS 20 X 12,5;LEGRAND ;1;1,26;0,68;;;;;;
100931;SOCOLEC;APPAREILLAGE;31203;00001031203;EMBOUT POUR DLPLUS 32 X 12,5;LEGRAND ;1;1,38;0,75;;;;;;
100932;SOCOLEC;APPAREILLAGE;31207;00001031207;EMBOUT POUR DLPLUS 32 X 16;LEGRAND ;1;1,44;0,78;;;;;;
100933;SOCOLEC;APPAREILLAGE;31211;00001031211;EMBOUT POUR DLPLUS 40 X 16;LEGRAND ;1;1,97;1,06;;;;;;
100934;SOCOLEC;APPAREILLAGE;32971;00001032971;IN ONE RESEAU OPTIMUM AUTO PRET A POSER COFFRET ET EQUIPEMENT POUR VERSION AUTOMATIQUE AVEC 8  RJ45;LEGRAND ;1;2510,00;1 355,40;;;;;;
100935;SOCOLEC;APPAREILLAGE;33325;00001033325;ANGLE INTERIEUR/EXTERIEUR POUR DLPLUS 32 X 16;LEGRAND ;1;2,33;1,26;;;;;;
100936;SOCOLEC;APPAREILLAGE;33327;00001033327;ANGLE PLAT POUR DLPLUS 32 X 16;LEGRAND ;1;3,62;1,95;;;;;;
100937;SOCOLEC;APPAREILLAGE;34200;00001034200;REGLETTE POUR 32913;LEGRAND ;1;14,60;7,88;;;;;;
100938;SOCOLEC;APPAREILLAGE;38012;00001038012;DECLENCHEUR MANUEL SAILLIE POUR ALARME INCENDIE;LEGRAND ;1;41,90;22,63;;;;;;
100939;SOCOLEC;APPAREILLAGE;40530;00001040530;BLOC AUTONOME D'ALARME SONORE SATTELITE POUR TYPE 1 &2B;LEGRAND ;1;270,00;145,80;;;;;;
100940;SOCOLEC;APPAREILLAGE;40540;00001040540;BLOC AUTONOME D'ALARME SONORE MANUEL TYPE 3;LEGRAND ;1;436,00;235,44;;;;;;
100941;SOCOLEC;APPAREILLAGE;40541;00001040541;BLOC AUTONOME D'ALARME SONORE MANUEL+FLASH TYPE 3;LEGRAND ;1;534,00;288,36;;;;;;
100942;SOCOLEC;APPAREILLAGE;40551;00001040551;COFFRET D'ALARME TYPE 4  A PILES DS ET DM INTEGRES;LEGRAND ;1;184,00;99,36;;;;;;
100943;SOCOLEC;APPAREILLAGE;40561;00001040561;TABLEAU D'ALARME TYPE 4 230V 1 BOUCLE;LEGRAND ;1;370,00;199,80;;;;;;
100944;SOCOLEC;APPAREILLAGE;40562;00001040562;TABLEAU D'ALARME TYPE 4 230V 2 BOUCLES;LEGRAND ;1;501,00;270,54;;;;;;
100945;SOCOLEC;APPAREILLAGE;40643;00001040643;BLOC AUTONOME D'ALARME PRINCIPAL  TYPE 2B 2 BOUCLES;LEGRAND ;1;745,00;402,30;;;;;;
100946;SOCOLEC;APPAREILLAGE;40644;00001040644;BLOC AUTONOME D'ALARME PRINCIPAL  TYPE 2B 4 BOUCLES;LEGRAND ;1;1040,00;561,60;;;;;;
100947;SOCOLEC;APPAREILLAGE;40671;00001040671;DETECTEUR OPTIQUE DE FUMEE;LEGRAND ;1;145,00;78,30;;;;;;
100948;SOCOLEC;APPAREILLAGE;40672;00001040672;DETECTEUR DE CHALEUR;LEGRAND ;1;144,00;77,76;;;;;;
100949;SOCOLEC;APPAREILLAGE;40679;00001040679;MODULE 2 BOUCLES DE DETECTION POUR TYPE 1;LEGRAND ;1;314,00;169,56;;;;;;
100950;SOCOLEC;APPAREILLAGE;40742;00001040742;BATTERIE POUR TABLEAU D'ALARME TYPE 2B;LEGRAND ;1;121,00;65,34;;;;;;
100951;SOCOLEC;APPAREILLAGE;41645;00001041645;BOUTON POUSSOIR PORTE-ETIQUETTE 70X35;LEGRAND ;1;18,00;9,72;;;;;;
100952;SOCOLEC;APPAREILLAGE;41647;00001041647;BOUTON POUSSOIR PORTE-ETIQUETTE 70X70;LEGRAND ;1;24,10;13,01;;;;;;
100953;SOCOLEC;APPAREILLAGE;41651;00001041651;CARILLON 2 TONS 230 V;LEGRAND ;1;38,60;20,84;;;;;;
100954;SOCOLEC;APPAREILLAGE;41652;00001041652;CARILLON 220 V AVEC TRANSFO;LEGRAND ;1;44,90;24,25;;;;;;
100955;SOCOLEC;APPAREILLAGE;43208;00001043208;IN ONE ALARME INTRUSION RADIO MULTISERVICE SAILLIE PRET A POSER;LEGRAND ;1;1420,00;766,80;;;;;;
100956;SOCOLEC;APPAREILLAGE;43209;00001043209;IN ONE ALARME INTRUSION RADIO MULTISERVICE PRET A POSER CELIANE;LEGRAND ;1;1480,00;799,20;;;;;;
100957;SOCOLEC;APPAREILLAGE;51220;00001051220;DTI POUR 32913;LEGRAND ;1;27,80;15,01;;;;;;
100958;SOCOLEC;APPAREILLAGE;60002;00001060002;DOUILLE BOUT DE FIL B22 PLASTIQUE BLANC SANS BAGUE;LEGRAND ;1;2,68;1,45;;;;;;
100959;SOCOLEC;APPAREILLAGE;60005;00001060005;DOUILLE BOUT DE FIL B22 CONNEXION A VIS DOUBLE BAGUE BLANCHE;LEGRAND ;1;2,30;1,24;;;;;;
100960;SOCOLEC;APPAREILLAGE;60006;00001060006;DOUILLE BOUT DE FIL B22 METALIQUE SIMPLE BAGUE;LEGRAND ;1;4,76;2,57;;;;;;
100961;SOCOLEC;APPAREILLAGE;60052;00001060052;DOUILLE BOUT DE FIL B22  PORCELAINE  DOUILLE PATERE P/ BOITE RONDE D70;LEGRAND ;1;12,20;6,59;;;;;;
100962;SOCOLEC;APPAREILLAGE;60134;00001060134;FICHE DCL 2 P + T POUR BOITE D'ENCASTREMENT;LEGRAND ;1;1,93;1,04;;;;;;
100963;SOCOLEC;APPAREILLAGE;60135;00001060135;DOUILLE DCL CULOT  E 27 POUR BOITE D'ENCASTREMENT;LEGRAND ;1;4,04;2,18;;;;;;
100964;SOCOLEC;APPAREILLAGE;60620;00001060620;REGLETTE SDB A DIFF. & TUBE  60W  SIMPLE;LEGRAND ;1;30,80;16,63;;;;;;
100965;SOCOLEC;APPAREILLAGE;60621;00001060621;REGLETTE SDB  INTER DIFFUSEUR & TUBE 60 W;LEGRAND ;1;35,00;18,90;;;;;;
100966;SOCOLEC;APPAREILLAGE;60623;00001060623;REGLETTE SDB  PRISE 2 P + T DIFFU. & TUBE 60W;LEGRAND ;1;41,00;22,14;;;;;;
100967;SOCOLEC;APPAREILLAGE;60625;00001060625;REGLETTE SDB  INTER + PRISE 2 P + T DIFFUSEUR & TUBE 60W;LEGRAND ;1;46,00;24,84;;;;;;
100968;SOCOLEC;APPAREILLAGE;60627;00001060627;REGLETTE SDB PRISE RASOIR 2 P A/TRANSFO DE SEP. INCORPORE DIFFUSEUR & TUBE 60W;LEGRAND ;1;67,70;36,56;;;;;;
100969;SOCOLEC;APPAREILLAGE;60628;00001060628;REGLETTE INTER + PRISE 2 P A/TRANSFO DE SEP. INCORPORE TUBE 60W & DIFFU.;LEGRAND ;1;72,90;39,37;;;;;;
100970;SOCOLEC;APPAREILLAGE;60866;00001060866;BLOC DE SECOURS SATI AMBIANCE PERMANENTS 360 LUMENS;LEGRAND ;1;429,00;231,66;;;;;;
100971;SOCOLEC;APPAREILLAGE;62525;00001062525;BLOC DE SECOURS SATI 60 LUMENS;LEGRAND ;1;128,00;60,00;;;;;;
100972;SOCOLEC;APPAREILLAGE;62526;00001062526;BLOC DE SECOURS SATI ETANCHE  60 LUMENS;LEGRAND ;1;215,00;116,10;;;;;;
100973;SOCOLEC;APPAREILLAGE;62540;00001062540;BLOC DE SECOURS AUTONOME BAES  PERMANENT ARCOR 2;LEGRAND ;1;408,00;220,32;;;;;;
100974;SOCOLEC;APPAREILLAGE;62541;00001062541;BLOC DE SECOURS AUTONOME BAES  NON PERMANENT ARCOR 2;LEGRAND ;1;370,00;199,80;;;;;;
100975;SOCOLEC;APPAREILLAGE;62560;00001062560;BLOC DE SECOURS AUTONOME BAES+BAEH;LEGRAND ;1;279,00;150,66;;;;;;
100976;SOCOLEC;APPAREILLAGE;62565;00001062565;BLOC DE SECOURS SATI FLUO 360 LUMENS;LEGRAND ;1;358,00;193,32;;;;;;
100977;SOCOLEC;APPAREILLAGE;62566;00001062566;BLOC DE SECOURS SATI ETANCHE 360 LUMENS;LEGRAND ;1;418,00;225,72;;;;;;
100978;SOCOLEC;APPAREILLAGE;62580;00001062580;KIT DE FIXATION P/ MONTAGE APPLIQUE/DRAPEAU ARCOR 2 ALU;LEGRAND ;1;152,00;82,08;;;;;;
100979;SOCOLEC;APPAREILLAGE;62581;00001062581;KIT DE FIXATION P/ MONTAGE APPLIQUE/DRAPEAU ARCOR 2 BLANC;LEGRAND ;1;152,00;82,08;;;;;;
100980;SOCOLEC;APPAREILLAGE;62582;00001062582;PLAQUE SIGNALETIQUE ARCOR2 SORTIE GAUCHE/DROITE;LEGRAND ;1;224,00;120,96;;;;;;
100981;SOCOLEC;APPAREILLAGE;62583;00001062583;PLAQUE SIGNALETIQUE ARCOR2 SORTIE EN DESSOUS;LEGRAND ;1;224,00;120,96;;;;;;
100982;SOCOLEC;APPAREILLAGE;63301;00001063301;IN ONE PORTIER AUDIO PRET A POSER CELIANE AVEC POSTES ET PLATINE DE RUE A ENCASTRER;LEGRAND ;1;489,00;264,06;;;;;;
100983;SOCOLEC;APPAREILLAGE;67001;00001067001;CELIANE MECANISME VA ET VIENT;LEGRAND ;1;5,43;2,93;;;;;;
100984;SOCOLEC;APPAREILLAGE;67031;00001067031;CELIANE MECANISME POUSSOIR INVERSEUR 6A;LEGRAND ;1;9,18;4,96;;;;;;
100985;SOCOLEC;APPAREILLAGE;67091;00001067091;CELIANE MECANISME INTER AUTOMATIQUE SANS NEUTRE 400W AVEC M/A;LEGRAND ;1;65,00;35,10;;;;;;
100986;SOCOLEC;APPAREILLAGE;67111;00001067111;CELIANE MECANISME PC 2P + T;LEGRAND ;1;3,97;2,14;;;;;;
100987;SOCOLEC;APPAREILLAGE;67181;00001067181;CELIANE MECANISME SORTIE DE CABLE;LEGRAND ;1;8,45;4,56;;;;;;
100988;SOCOLEC;APPAREILLAGE;67230;00001067230;IN ONE INTER RECEPTEUR RADIO CELIANE;LEGRAND ;1;86,10;46,49;;;;;;
100989;SOCOLEC;APPAREILLAGE;67232;00001067232;IN ONE INTERVARIATEUR RECEPTEUR RADIO SANS NEUTRE CELIANE;LEGRAND ;1;86,10;46,49;;;;;;
100990;SOCOLEC;APPAREILLAGE;67238;00001067238;IN ONE INTERSCENARIO D'ECLAIRAGE EMETTEUR RADIO CELIANE;LEGRAND ;1;55,60;30,02;;;;;;
100991;SOCOLEC;APPAREILLAGE;67251;00001067251;CELIANE MECANISME COMMANDE INDIVIDUELLE VOLETS ROULANTS;LEGRAND ;1;142,00;76,68;;;;;;
100992;SOCOLEC;APPAREILLAGE;67253;00001067253;CELIANE MECANISME COMMANDE CENTRALISEE VOLETS ROULANTS;LEGRAND ;1;108,00;58,32;;;;;;
100993;SOCOLEC;APPAREILLAGE;67256;00001067256;CELIANE MECANISME COMMANDE INDIVIDUELLE VOLETS ROULANTS AVEC BUTEE ELECTRONIQUE INCLUSE;LEGRAND ;1;162,00;87,48;;;;;;
100994;SOCOLEC;APPAREILLAGE;67299;00001067299;IN ONE POINT D'ECLAIRAGE PRET A POSER CELIANE;LEGRAND ;1;168,00;90,72;;;;;;
100995;SOCOLEC;APPAREILLAGE;67310;00001067310;IN ONE DIFFUSION SONORE PRET A POSER CELIANE AVEC HAUT PARLEUR SPOT;LEGRAND ;1;386,00;208,44;;;;;;
100996;SOCOLEC;APPAREILLAGE;67338;00001067338;CELIANE MECANISME PRISE TELEPHONE T;LEGRAND ;1;11,80;6,37;;;;;;
100997;SOCOLEC;APPAREILLAGE;67382;00001067382;CELIANE MECANISME PRISE TV SIMPLE;LEGRAND ;1;9,11;4,92;;;;;;
100998;SOCOLEC;APPAREILLAGE;67388;00001067388;CELIANE MECANISME PRISE TV RSAT;LEGRAND ;1;25,90;13,99;;;;;;
100999;SOCOLEC;APPAREILLAGE;68001;00001068001;CELIANE ENJOLIVEUR BLANC COMMANDE SIMPLE;LEGRAND ;1;1,08;0,58;;;;;;
101000;SOCOLEC;APPAREILLAGE;68003;00001068003;CELIANE ENJOLIVEUR BLANC COMMANDE A VOYANT SIMPLE;LEGRAND ;1;6,71;3,62;;;;;;
101001;SOCOLEC;APPAREILLAGE;68035;00001068035;CELIANE ENJOLIVEUR BLANC INTERRUPTEUR AUTOMATIQUE;LEGRAND ;1;9,98;5,39;;;;;;
101002;SOCOLEC;APPAREILLAGE;68111;00001068111;CELIANE ENJOLIVEUR BLANC PRISE;LEGRAND ;1;1,05;0,57;;;;;;
101003;SOCOLEC;APPAREILLAGE;68141;00001068141;CELIANE ENJOLIVEUR BLANC SORTIE DE CABLE;LEGRAND ;1;3,82;2,06;;;;;;
101004;SOCOLEC;APPAREILLAGE;68161;00001068161;CELIANE ENJOLIVEUR BLANC CDE INDIVIDUELLE VOLET ROULANT CPL;LEGRAND ;1;7,17;3,87;;;;;;
101005;SOCOLEC;APPAREILLAGE;68163;00001068163;CELIANE ENJOLIVEUR BLANC COMMANDE CENTRALISEE VOLETS ROULANTS CPL;LEGRAND ;1;12,90;6,97;;;;;;
101006;SOCOLEC;APPAREILLAGE;68237;00001068237;CELIANE ENJOLIVEUR BLANC PRISE RJ45 CAT5;LEGRAND ;1;1,09;0,59;;;;;;
101007;SOCOLEC;APPAREILLAGE;68238;00001068238;CELIANE ENJOLIVEUR BLANC PRISE TELEPHONE;LEGRAND ;1;0,83;0,45;;;;;;
101008;SOCOLEC;APPAREILLAGE;68282;00001068282;CELIANE ENJOLIVEUR BLANC PRISE TV SIMPLE;LEGRAND ;1;1,09;0,59;;;;;;
101009;SOCOLEC;APPAREILLAGE;68285;00001068285;CELIANE ENJOLIVEUR BLANC PRISE TV RSAT.;LEGRAND ;1;5,30;2,86;;;;;;
101010;SOCOLEC;APPAREILLAGE;68631;00001068631;CELIANE PLAQUE 1 POSTE BLANC;LEGRAND ;1;1,55;0,84;;;;;;
101011;SOCOLEC;APPAREILLAGE;68632;00001068632;CELIANE PLAQUE 2 POSTES  HORIZ/VERT. BLANC;LEGRAND ;1;3,12;1,68;;;;;;
101012;SOCOLEC;APPAREILLAGE;68633;00001068633;CELIANE PLAQUE 3 POSTES  HORIZ/VERT. BLANC;LEGRAND ;1;4,66;2,52;;;;;;
101013;SOCOLEC;APPAREILLAGE;68751;00001068751;CELIANE PLAQUE 1 POSTE SABLE;LEGRAND ;1;1,55;0,84;;;;;;
101014;SOCOLEC;APPAREILLAGE;68752;00001068752;CELIANE PLAQUE 2 POSTES  HORIZ/VERT. SABLE;LEGRAND ;1;3,12;1,68;;;;;;
101015;SOCOLEC;APPAREILLAGE;68753;00001068753;CELIANE PLAQUE 3 POSTES  HORIZ/VERT. SABLE;LEGRAND ;1;4,66;2,52;;;;;;
101016;SOCOLEC;APPAREILLAGE;69500;00001069500;PLEXO MECANISME INTER AUTOMATIQUE GRIS;LEGRAND ;1;63,80;34,45;;;;;;
101017;SOCOLEC;APPAREILLAGE;69504;00001069504;PLEXO MECANISME INTER TEMPORISE GRIS;LEGRAND ;1;64,10;34,61;;;;;;
101018;SOCOLEC;APPAREILLAGE;69511;00001069511;PLEXO MECANISME VA ET VIENT GRIS;LEGRAND ;1;6,49;3,50;;;;;;
101019;SOCOLEC;APPAREILLAGE;69525;00001069525;PLEXO MECANISME DOUBLE VA ET VIENT GRIS;LEGRAND ;1;15,30;8,26;;;;;;
101020;SOCOLEC;APPAREILLAGE;69540;00001069540;PLEXO MECANISME POUSSOIR GRIS 2A;LEGRAND ;1;7,57;4,09;;;;;;
101021;SOCOLEC;APPAREILLAGE;69551;00001069551;PLEXO MECANISME  PC   GRIS 2P + T;LEGRAND ;1;7,33;3,96;;;;;;
101022;SOCOLEC;APPAREILLAGE;69621;00001069621;PLEXO MECANISME  PC   BLANC 2P + T;LEGRAND ;1;7,41;4,00;;;;;;
101023;SOCOLEC;APPAREILLAGE;69651;00001069651;PLEXO BOITIER SAILLIE COMPOSABLE  GRIS 1 POSTE;LEGRAND ;1;2,24;1,21;;;;;;
101024;SOCOLEC;APPAREILLAGE;69661;00001069661;PLEXO BOITIER SAILLIE COMPOSABLE  GRIS 2 POSTE;LEGRAND ;1;9,84;5,31;;;;;;
101025;SOCOLEC;APPAREILLAGE;69681;00001069681;PLEXO SUPPORT ENCASTRE GRIS 1P;LEGRAND ;1;3,77;2,04;;;;;;
101026;SOCOLEC;APPAREILLAGE;69692;00001069692;PLEXO SUPPORT ENCASTRE BLANC 1P;LEGRAND ;1;3,80;2,05;;;;;;
101027;SOCOLEC;APPAREILLAGE;69711;00001069711;PLEXO VA ET VIENT COMPLET SAILLIE GRIS;LEGRAND ;1;8,73;4,71;;;;;;
101028;SOCOLEC;APPAREILLAGE;69712;00001069712;PLEXO VA ET VIENT TEMOIN COMPLET SAILLIE GRIS;LEGRAND ;1;16,50;8,91;;;;;;
101029;SOCOLEC;APPAREILLAGE;69713;00001069713;PLEXO VA ET VIENT LUMINEUX COMPLET SAILLIE GRIS;LEGRAND ;1;15,70;8,48;;;;;;
101030;SOCOLEC;APPAREILLAGE;69720;00001069720;PLEXO POUSSOIR COMPLET SAILLIE;LEGRAND ;1;9,81;5,30;;;;;;
101031;SOCOLEC;APPAREILLAGE;69731;00001069731;PLEXO PC  2 P + T COMPLET SAILLIE GRIS;LEGRAND ;1;9,57;5,17;;;;;;
101032;SOCOLEC;APPAREILLAGE;69811;00001069811;PLEXO VA ET VIENT COMPLET ENCASTRE GRIS;LEGRAND ;1;15,50;8,37;;;;;;
101033;SOCOLEC;APPAREILLAGE;69831;00001069831;PLEXO PC  2 P + T COMPLET ENCASTRE GRIS;LEGRAND ;1;15,70;8,48;;;;;;
101034;SOCOLEC;APPAREILLAGE;73982;00001073982;REPARTITEUR TV POUR 32913;LEGRAND ;1;13,70;7,40;;;;;;
101035;SOCOLEC;APPAREILLAGE;76602;00001076602;MOSAIC POUSSOIR COUP DE POING 1/4 T;LEGRAND ;1;75,70;40,88;;;;;;
101036;SOCOLEC;APPAREILLAGE;77001;00001077001;MOSAIC INTERRUPTEUR/VA ET VIENT  1M BORNES AUTO;LEGRAND ;1;6,05;3,27;;;;;;
101037;SOCOLEC;APPAREILLAGE;77002;00001077002;MOSAIC VA ET VIENT A VOYANT 1 M BORNES AUTO;LEGRAND ;1;9,45;5,10;;;;;;
101038;SOCOLEC;APPAREILLAGE;77011;00001077011;MOSAIC INTER VA ET VIENT BORNES AUTO;LEGRAND ;1;6,38;3,45;;;;;;
101039;SOCOLEC;APPAREILLAGE;77012;00001077012;MOSAIC VA ET VIENT A VOYANT 2M BORNES AUTO;LEGRAND ;1;10,20;5,51;;;;;;
101040;SOCOLEC;APPAREILLAGE;77021;00001077021;MOSAIC PERMUTATEUR;LEGRAND ;1;25,80;13,93;;;;;;
101041;SOCOLEC;APPAREILLAGE;77025;00001077025;MOSAIC COMMANDE VOLET ROULANT DOUBLE POUSSOIR;LEGRAND ;1;34,30;18,52;;;;;;
101042;SOCOLEC;APPAREILLAGE;77026;00001077026;MOSAIC COMMANDE VOLET ROULANT DOUBLE VA ET VIENT;LEGRAND ;1;32,40;17,50;;;;;;
101043;SOCOLEC;APPAREILLAGE;77030;00001077030;MOSAIC POUSSOIR 1 MODUL BORNES AUTO;LEGRAND ;1;8,92;4,82;;;;;;
101044;SOCOLEC;APPAREILLAGE;77040;00001077040;MOSAIC POUSSOIR;LEGRAND ;1;9,67;5,22;;;;;;
101045;SOCOLEC;APPAREILLAGE;77050;00001077050;MOSAIC INTER BIPOLAIRE;LEGRAND ;1;18,60;10,04;;;;;;
101046;SOCOLEC;APPAREILLAGE;77070;00001077070;MOSAIC OBTURATEUR 1 MODULE;LEGRAND ;1;2,01;1,09;;;;;;
101047;SOCOLEC;APPAREILLAGE;77071;00001077071;MOSAIC OBTURATEUR 2 MODULES;LEGRAND ;1;2,73;1,47;;;;;;
101048;SOCOLEC;APPAREILLAGE;77111;00001077111;MOSAIC PC 2P + T   2M BORNES AUTO;LEGRAND ;1;4,88;2,64;;;;;;
101049;SOCOLEC;APPAREILLAGE;77113;00001077113;MOSAIC PC  2 P + T    2 MODULES;LEGRAND ;1;6,32;3,41;;;;;;
101050;SOCOLEC;APPAREILLAGE;77114;00001077114;MOSAIC PC INFORMATIQUE  2P +T  ROUGE  A DETROMPAGE;LEGRAND ;1;11,90;6,43;;;;;;
101051;SOCOLEC;APPAREILLAGE;78734;00001078734;MOSAIC PRISE RJ 45;LEGRAND ;1;16,70;9,02;;;;;;
101052;SOCOLEC;APPAREILLAGE;78738;00001078738;MOSAIC PRISE TELEPHONE;LEGRAND ;1;12,10;6,53;;;;;;
101053;SOCOLEC;APPAREILLAGE;78782;00001078782;MOSAIC PRISE TV SIMPLE;LEGRAND ;1;8,98;4,85;;;;;;
101054;SOCOLEC;APPAREILLAGE;78783;00001078783;MOSAIC PRISE TV -FM;LEGRAND ;1;21,20;11,45;;;;;;
101055;SOCOLEC;APPAREILLAGE;78786;00001078786;MOSAIC PRISE TV-FM- SAT. 2M;LEGRAND ;1;29,10;15,71;;;;;;
101056;SOCOLEC;APPAREILLAGE;78802;00001078802;MOSAIC PLAQUE 1 POSTE 2M;LEGRAND ;1;1,74;0,94;;;;;;
101057;SOCOLEC;APPAREILLAGE;78814;00001078814;MOSAIC PLAQUE 2 P.  4M;LEGRAND ;1;4,10;2,21;;;;;;
101058;SOCOLEC;APPAREILLAGE;78854;00001078854;MOSAIC PLAQUE 2 P. VERT. ENTRAXE 57  SP RENOV;LEGRAND ;1;7,11;3,84;;;;;;
101059;SOCOLEC;APPAREILLAGE;78864;00001078864;MOSAIC PLAQUE 2 P. HORIZ. ENTRAXE 57  SP RENOV;LEGRAND ;1;7,11;3,84;;;;;;
101060;SOCOLEC;APPAREILLAGE;80041;00001080041;BATIBOX BOITE D'ENC. CLOIS. SECHE  1P Ø 67 PROF. 40;LEGRAND ;1;1,21;0,65;;;;;;
101061;SOCOLEC;APPAREILLAGE;80042;00001080042;BATIBOX BOITE D'ENC. CLOIS. SECHE  2P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;1;4,78;2,58;;;;;;
101062;SOCOLEC;APPAREILLAGE;80043;00001080043;BATIBOX BOITE D'ENC. CLOIS. SECHE  3P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;1;6,01;3,25;;;;;;
101063;SOCOLEC;APPAREILLAGE;80044;00001080044;BATIBOX BOITE D'ENC. CLOIS. SECHE  4P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;1;7,34;3,96;;;;;;
101064;SOCOLEC;APPAREILLAGE;80051;00001080051;BATIBOX BOITE D'ENC. CLOIS. SECHE  1P Ø 67 PROF. 50;LEGRAND ;1;1,22;0,66;;;;;;
101065;SOCOLEC;APPAREILLAGE;80052;00001080052;BATIBOX BOITE D'ENC. CLOIS. SECHE  2P Ø 67 PROF. 50 HOR/VERT;LEGRAND ;1;4,95;2,67;;;;;;
101066;SOCOLEC;APPAREILLAGE;80101;00001080101;BATIBOX BOITE MULTI MAT  1P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;1;1,46;0,79;;;;;;
101067;SOCOLEC;APPAREILLAGE;80102;00001080102;BATIBOX BOITE MULTI MAT  2P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;1;5,68;3,07;;;;;;
101068;SOCOLEC;APPAREILLAGE;80103;00001080103;BATIBOX BOITE MULTI MAT  3P Ø 67 PROF. 40 HOR/VERT;LEGRAND ;1;7,07;3,82;;;;;;
101069;SOCOLEC;APPAREILLAGE;80108;00001080108;BATIBOX BOITE MACONNERIE  RONDE 1P  PROF. 40;LEGRAND ;1;0,92;0,50;;;;;;
101070;SOCOLEC;APPAREILLAGE;80121;00001080121;BATIBOX BOITE MULTI MAT  1P Ø 67 PROF. 50 HOR/VERT;LEGRAND ;1;1,59;0,86;;;;;;
101071;SOCOLEC;APPAREILLAGE;80141;00001080141;BATIBOX BOITE MACONNERIE  1P  PROF. 40;LEGRAND ;1;1,03;0,56;;;;;;
101072;SOCOLEC;APPAREILLAGE;80142;00001080142;BATIBOX BOITE MACONNERIE  2P  PROF. 40  HORIZ/VERT;LEGRAND ;1;2,19;1,18;;;;;;
101073;SOCOLEC;APPAREILLAGE;80251;00001080251;SUPPORT MOSAIC/CELIANE  2 MODULES  A VIS;LEGRAND ;1;1,53;0,83;;;;;;
101074;SOCOLEC;APPAREILLAGE;80252;00001080252;SUPPORT MOSAIC/CELIANE 4/5  MODULES A VIS  HORIZ/VERT;LEGRAND ;1;3,49;1,88;;;;;;
101075;SOCOLEC;APPAREILLAGE;80253;00001080253;SUPPORT MOSAIC/CELIANE 6/8  MODULES A VIS  HORIZ/VERT;LEGRAND ;1;7,43;4,01;;;;;;
101076;SOCOLEC;APPAREILLAGE;80254;00001080254;SUPPORT MOSAIC/CELIANE 10 MODULES 4P  HORIZ/VERT;LEGRAND ;1;9,34;5,04;;;;;;
101077;SOCOLEC;APPAREILLAGE;80601;00001080601;NEPTUNE VA ET VIENT;LEGRAND ;1;5,51;2,98;;;;;;
101078;SOCOLEC;APPAREILLAGE;80602;00001080602;NEPTUNE DOUBLE VA ET VIENT;LEGRAND ;1;11,50;6,21;;;;;;
101079;SOCOLEC;APPAREILLAGE;80603;00001080603;NEPTUNE VA ET VIENT VOYANT;LEGRAND ;1;13,30;7,18;;;;;;
101080;SOCOLEC;APPAREILLAGE;80604;00001080604;NEPTUNE PERMUTATEUR;LEGRAND ;1;30,40;16,42;;;;;;
101081;SOCOLEC;APPAREILLAGE;80605;00001080605;NEPTUNE POUSSOIR;LEGRAND ;1;7,25;3,92;;;;;;
101082;SOCOLEC;APPAREILLAGE;80622;00001080622;NEPTUNE PC 2 P;LEGRAND ;1;5,66;3,06;;;;;;
101083;SOCOLEC;APPAREILLAGE;80629;00001080629;NEPTUNE PC 2 P + T;LEGRAND ;1;5,94;3,21;;;;;;
101084;SOCOLEC;APPAREILLAGE;80639;00001080639;NEPTUNE PRISE TV - FM;LEGRAND ;1;28,20;15,23;;;;;;
101085;SOCOLEC;APPAREILLAGE;80643;00001080643;NEPTUNE PRISE TV SIMPLE;LEGRAND ;1;9,15;4,94;;;;;;
101086;SOCOLEC;APPAREILLAGE;80645;00001080645;NEPTUNE PRISE NUMERIS RJ 45;LEGRAND ;1;16,50;8,91;;;;;;
