_ID;FOURNISSEUR;FAMILLE  ;REFERENCE;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET
802490;raccords services;RACCORDS;346607;RED. CU MF 28/22 SERT. GAZ 346607 ;VIEGA SARL ;un; 9,18 € ; 4,59 € 
802491;raccords services;RACCORDS;346614;RED. CU MF 35/22 SERT. GAZ 346614 ;VIEGA SARL ;un; 11,06 € ; 5,53 € 
802492;raccords services;RACCORDS;346621;RED. CU MF 35/28 SERT. GAZ 346621 ;VIEGA SARL ;un; 11,68 € ; 5,84 € 
802493;raccords services;RACCORDS;352790;BOUCHON CU F D15 SERT. GAZ 352790 ;VIEGA SARL ;un; 7,08 € ; 3,54 € 
802494;raccords services;RACCORDS;352806;BOUCHON CU F D18 SERT. GAZ 352806 ;VIEGA SARL ;un; 8,96 € ; 4,48 € 
802495;raccords services;RACCORDS;352813;BOUCHON CU F D22 SERT. GAZ 352813 ;VIEGA SARL ;un; 11,36 € ; 5,68 € 
802496;raccords services;RACCORDS;352820;BOUCHON CU F D28 SERT. GAZ 352820 ;VIEGA SARL ;un; 17,22 € ; 8,61 € 
802497;raccords services;RACCORDS;352837;BOUCHON CU F D35 SERT. GAZ 352837 ;VIEGA SARL ;un; 19,22 € ; 9,61 € 
802498;raccords services;RACCORDS;345518;COUDE CU 90°FF D42 SERT. GAZ 345518 ;VIEGA SARL ;un; 39,72 € ; 19,86 € 
802499;raccords services;RACCORDS;345525;COUDE CU 90°FF D54 SERT. GAZ 345525 ;VIEGA SARL ;un; 54,94 € ; 27,47 € 
802500;raccords services;RACCORDS;345587;COUDE CU 90°MF D42 SERT. GAZ 345587 ;VIEGA SARL ;un; 41,30 € ; 20,65 € 
802501;raccords services;RACCORDS;345594;COUDE CU 90°MF D54 SERT. GAZ 345594 ;VIEGA SARL ;un; 55,40 € ; 27,70 € 
802502;raccords services;RACCORDS;345655;COUDE CU 45°FF D42 SERT. GAZ 345655 ;VIEGA SARL ;un; 33,04 € ; 16,52 € 
802503;raccords services;RACCORDS;345662;COUDE CU 45°FF D54 SERT. GAZ 345662 ;VIEGA SARL ;un; 46,22 € ; 23,11 € 
802504;raccords services;RACCORDS;345723;COUDE CU 45°MF D42 SERT. GAZ 345723 ;VIEGA SARL ;un; 30,68 € ; 15,34 € 
802505;raccords services;RACCORDS;345730;COUDE CU 45°MF D54 SERT. GAZ 345730 ;VIEGA SARL ;un; 45,36 € ; 22,68 € 
802506;raccords services;RACCORDS;345983;TE CUIVRE EGAL D42 SERT. GAZ 345983 ;VIEGA SARL ;un; 48,54 € ; 24,27 € 
802507;raccords services;RACCORDS;345990;TE CUIVRE EGAL D54 SERT. GAZ 345990 ;VIEGA SARL ;un; 60,36 € ; 30,18 € 
802508;raccords services;RACCORDS;346096;TE CU RED 42/28/42 SERT. GAZ 346096 ;VIEGA SARL ;un; 44,32 € ; 22,16 € 
802509;raccords services;RACCORDS;346102;TE CU RED 42/35/42 SERT. GAZ 346102 ;VIEGA SARL ;un; 45,88 € ; 22,94 € 
802510;raccords services;RACCORDS;346119;TE CU RED 54/42/54 SERT. GAZ 346119 ;VIEGA SARL ;un; 54,70 € ; 27,35 € 
802511;raccords services;RACCORDS;346539;MANCHON CU FF D42 SERT. GAZ 346539;VIEGA SARL ;un; 20,76 € ; 10,38 € 
802512;raccords services;RACCORDS;346546;MANCHON CU FF D54 SERT. GAZ 346546;VIEGA SARL ;un; 26,30 € ; 13,15 € 
802513;raccords services;RACCORDS;346638;RED. CU MF 42/22 SERT. GAZ 346638 ;VIEGA SARL ;un; 17,56 € ; 8,78 € 
802514;raccords services;RACCORDS;346645;RED. CU MF 42/28 SERT. GAZ 346645 ;VIEGA SARL ;un; 17,18 € ; 8,59 € 
802515;raccords services;RACCORDS;346652;RED. CU MF 42/35 SERT. GAZ 346652 ;VIEGA SARL ;un; 16,88 € ; 8,44 € 
802516;raccords services;RACCORDS;346669;RED. CU MF 54/35 SERT. GAZ 346669 ;VIEGA SARL ;un; 23,10 € ; 11,55 € 
802517;raccords services;RACCORDS;346676;RED. CU MF 54/42 SERT. GAZ 346676 ;VIEGA SARL ;un; 22,10 € ; 11,05 € 
802518;raccords services;RACCORDS;352844;BOUCHON CU F D42 SERT. GAZ 352844 ;VIEGA SARL ;un; 28,76 € ; 14,38 € 
802519;raccords services;RACCORDS;352851;BOUCHON CU F D54 SERT. GAZ 352851 ;VIEGA SARL ;un; 36,32 € ; 18,16 € 
802520;raccords services;RACCORDS;459390;JOINT (X5) FKM SOL.15 459390 459390 ;VIEGA SARL ;un; 3,10 € ; 1,55 € 
802521;raccords services;RACCORDS;459406;JOINT (X5) FKM SOL.18 459406 459406 ;VIEGA SARL ;un; 3,36 € ; 1,68 € 
802522;raccords services;RACCORDS;459413;JOINT (X5) FKM SOL.22 459413 459413 ;VIEGA SARL ;un; 4,50 € ; 2,25 € 
802523;raccords services;RACCORDS;459420;JOINT (X5) FKM SOL.28 459420 459420 ;VIEGA SARL ;un; 5,24 € ; 2,62 € 
802524;raccords services;RACCORDS;461256;MANCH CU COULIS. F D15 SERT. 461256 ;VIEGA SARL ;un; 2,96 € ; 1,48 € 
802525;raccords services;RACCORDS;461263;MANCH CU COULIS. F D18 SERT. 461263 ;VIEGA SARL ;un; 3,54 € ; 1,77 € 
802526;raccords services;RACCORDS;461270;MANCH CU COULIS. F D22 SERT. 461270 ;VIEGA SARL ;un; 4,18 € ; 2,09 € 
802527;raccords services;RACCORDS;461287;MANCH CU COULIS. F D28 SERT. 461287 ;VIEGA SARL ;un; 7,70 € ; 3,85 € 
802528;raccords services;RACCORDS;461294;MANCH CU COULIS. F D35 SERT. 461294 ;VIEGA SARL ;un; 10,04 € ; 5,02 € 
802529;raccords services;RACCORDS;461317;MANCH CU COULIS. F D42 SERT. 461317 ;VIEGA SARL ;un; 18,32 € ; 9,16 € 
802530;raccords services;RACCORDS;461300;MANCH CU COULIS. F D54 SERT. 461300 ;VIEGA SARL ;un; 23,68 € ; 11,84 € 
802531;raccords services;RACCORDS;475956;RACC BR.F D12 ECROU 12/17 475956;VIEGA SARL ;un; 8,22 € ; 4,11 € 
802532;raccords services;RACCORDS;475963;RACC BR.F D15 ECROU 12/17 475963;VIEGA SARL ;un; 8,22 € ; 4,11 € 
802533;raccords services;RACCORDS;559441;TUBE ELECTROZINGUE 15X1,2 559441;VIEGA SARL ;un; 3,52 € ; 1,76 € 
802534;raccords services;RACCORDS;559458;TUBE ELECTROZINGUE 18X1,2 559458;VIEGA SARL ;un; 4,10 € ; 2,05 € 
802535;raccords services;RACCORDS;559465;TUBE ELECTROZINGUE 22X1,5 559465;VIEGA SARL ;un; 5,48 € ; 2,74 € 
802536;raccords services;RACCORDS;559472;TUBE ELECTROZINGUE 28X1,5 559472;VIEGA SARL ;un; 7,68 € ; 3,84 € 
802537;raccords services;RACCORDS;559496;TUBE ELECTROZINGUE 35X1,5 559496;VIEGA SARL ;un; 9,90 € ; 4,95 € 
802538;raccords services;RACCORDS;559489;TUBE ELECTROZINGUE 42X1,5 559489;VIEGA SARL ;un; 12,76 € ; 6,38 € 
802539;raccords services;RACCORDS;641863;RAC.TRANSITION E.Z. F15X17,2 641863 ;VIEGA SARL ;un; 13,94 € ; 6,97 € 
802540;raccords services;RACCORDS;641870;RAC.TRANSITION E.Z. F18X21,3 641870 ;VIEGA SARL ;un; 15,32 € ; 7,66 € 
802541;raccords services;RACCORDS;641887;RAC.TRANSITION E.Z. F22X26,9 641887 ;VIEGA SARL ;un; 16,22 € ; 8,11 € 
802542;raccords services;RACCORDS;641894;RAC.TRANSITION E.Z. F28X33,7 641894 ;VIEGA SARL ;un; 17,84 € ; 8,92 € 
802543;raccords services;RACCORDS;558123;COUDE E.Z.90°FF D15 SERTIR 558123 ;VIEGA SARL ;un; 3,98 € ; 1,99 € 
802544;raccords services;RACCORDS;558130;COUDE E.Z.90°FF D18 SERTIR 558130 ;VIEGA SARL ;un; 4,52 € ; 2,26 € 
802545;raccords services;RACCORDS;558147;COUDE E.Z.90°FF D22 SERTIR 558147 ;VIEGA SARL ;un; 5,44 € ; 2,72 € 
802546;raccords services;RACCORDS;558154;COUDE E.Z.90°FF D28 SERTIR 558154 ;VIEGA SARL ;un; 7,18 € ; 3,59 € 
802547;raccords services;RACCORDS;558161;COUDE E.Z.90°FF D35 SERTIR 558161 ;VIEGA SARL ;un; 14,32 € ; 7,16 € 
802548;raccords services;RACCORDS;558192;COUDE E.Z.90°MF D15 SERTIR 558192 ;VIEGA SARL ;un; 3,98 € ; 1,99 € 
802549;raccords services;RACCORDS;558208;COUDE E.Z.90°MF D18 SERTIR 558208 ;VIEGA SARL ;un; 4,52 € ; 2,26 € 
802550;raccords services;RACCORDS;558215;COUDE E.Z.90°MF D22 SERTIR 558215 ;VIEGA SARL ;un; 5,44 € ; 2,72 € 
802551;raccords services;RACCORDS;558222;COUDE E.Z.90°MF D28 SERTIR 558222 ;VIEGA SARL ;un; 7,18 € ; 3,59 € 
802552;raccords services;RACCORDS;558239;COUDE E.Z.90°MF D35 SERTIR 558239 ;VIEGA SARL ;un; 14,32 € ; 7,16 € 
802553;raccords services;RACCORDS;558260;COUDE E.Z.45°FF D15 SERTIR 558260 ;VIEGA SARL ;un; 4,22 € ; 2,11 € 
802554;raccords services;RACCORDS;558277;COUDE E.Z.45°FF D18 SERTIR 558277 ;VIEGA SARL ;un; 4,76 € ; 2,38 € 
802555;raccords services;RACCORDS;558284;COUDE E.Z.45°FF D22 SERTIR 558284 ;VIEGA SARL ;un; 5,44 € ; 2,72 € 
802556;raccords services;RACCORDS;558291;COUDE E.Z.45°FF D28 SERTIR 558291 ;VIEGA SARL ;un; 7,18 € ; 3,59 € 
802557;raccords services;RACCORDS;558307;COUDE E.Z.45°FF D35 SERTIR 558307 ;VIEGA SARL ;un; 14,32 € ; 7,16 € 
802558;raccords services;RACCORDS;558338;COUDE E.Z.45°MF D15 SERTIR 558338 ;VIEGA SARL ;un; 4,06 € ; 2,03 € 
802559;raccords services;RACCORDS;558345;COUDE E.Z.45°MF D18 SERTIR 558345 ;VIEGA SARL ;un; 4,78 € ; 2,39 € 
802560;raccords services;RACCORDS;558352;COUDE E.Z.45°MF D22 SERTIR 558352 ;VIEGA SARL ;un; 5,54 € ; 2,77 € 
802561;raccords services;RACCORDS;558369;COUDE E.Z.45°MF D28 SERTIR 558369 ;VIEGA SARL ;un; 7,20 € ; 3,60 € 
802562;raccords services;RACCORDS;558376;COUDE E.Z.45°MF D35 SERTIR 558376 ;VIEGA SARL ;un; 14,32 € ; 7,16 € 
802563;raccords services;RACCORDS;558611;TE E.Z. EGAL D15 SERTIR 558611;VIEGA SARL ;un; 7,40 € ; 3,70 € 
802564;raccords services;RACCORDS;558628;TE E.Z. EGAL D18 SERTIR 558628;VIEGA SARL ;un; 7,96 € ; 3,98 € 
802565;raccords services;RACCORDS;558635;TE E.Z. EGAL D22 SERTIR 558635;VIEGA SARL ;un; 8,54 € ; 4,27 € 
802566;raccords services;RACCORDS;558642;TE E.Z. EGAL D28 SERTIR 558642;VIEGA SARL ;un; 11,40 € ; 5,70 € 
802567;raccords services;RACCORDS;558659;TE E.Z. EGAL D35 SERTIR 558659;VIEGA SARL ;un; 17,78 € ; 8,89 € 
802568;raccords services;RACCORDS;558857;TE E.Z.REDUIT 15/22/15 SERTIR 558857;VIEGA SARL ;un; 8,88 € ; 4,44 € 
802569;raccords services;RACCORDS;558680;TE E.Z.REDUIT 18/15/18 SERTIR 558680;VIEGA SARL ;un; 7,96 € ; 3,98 € 
802570;raccords services;RACCORDS;558864;TE E.Z.REDUIT 18/22/18 SERTIR 558864;VIEGA SARL ;un; 9,02 € ; 4,51 € 
802571;raccords services;RACCORDS;558697;TE E.Z.REDUIT 22/15/22 SERTIR 558697;VIEGA SARL ;un; 8,42 € ; 4,21 € 
802572;raccords services;RACCORDS;558703;TE E.Z.REDUIT 22/18/22 SERTIR 558703;VIEGA SARL ;un; 8,60 € ; 4,30 € 
802573;raccords services;RACCORDS;558871;TE E.Z.REDUIT 22/28/22 SERTIR 558871;VIEGA SARL ;un; 12,50 € ; 6,25 € 
802574;raccords services;RACCORDS;558710;TE E.Z.REDUIT 28/15/28 SERTIR 558710;VIEGA SARL ;un; 12,04 € ; 6,02 € 
802575;raccords services;RACCORDS;558727;TE E.Z.REDUIT 28/18/28 SERTIR 558727;VIEGA SARL ;un; 12,22 € ; 6,11 € 
802576;raccords services;RACCORDS;558734;TE E.Z.REDUIT 28/22/28 SERTIR 558734;VIEGA SARL ;un; 12,36 € ; 6,18 € 
802577;raccords services;RACCORDS;558741;TE E.Z.REDUIT 35/15/35 SERTIR 558741;VIEGA SARL ;un; 17,34 € ; 8,67 € 
802578;raccords services;RACCORDS;558758;TE E.Z.REDUIT 35/18/35 SERTIR 558758;VIEGA SARL ;un; 17,56 € ; 8,78 € 
802579;raccords services;RACCORDS;558765;TE E.Z.REDUIT 35/22/35 SERTIR 558765;VIEGA SARL ;un; 17,84 € ; 8,92 € 
802580;raccords services;RACCORDS;558772;TE E.Z.REDUIT 35/28/35 SERTIR 558772;VIEGA SARL ;un; 18,14 € ; 9,07 € 
802581;raccords services;RACCORDS;558888;TE E.Z. D15 TAR.15X21 CENTRE 558888 ;VIEGA SARL ;un; 10,76 € ; 5,38 € 
802582;raccords services;RACCORDS;558895;TE E.Z. D18 TAR.15X21 CENTRE 558895 ;VIEGA SARL ;un; 11,32 € ; 5,66 € 
802583;raccords services;RACCORDS;558901;TE E.Z. D22 TAR.15X21 CENTRE 558901 ;VIEGA SARL ;un; 11,78 € ; 5,89 € 
802584;raccords services;RACCORDS;641962;TE E.Z. D22 TAR.20X27 CENTRE 641962 ;VIEGA SARL ;un; 12,90 € ; 6,45 € 
802585;raccords services;RACCORDS;558918;TE E.Z. D28 TAR.15X21 CENTRE 558918 ;VIEGA SARL ;un; 13,74 € ; 6,87 € 
802586;raccords services;RACCORDS;558925;TE E.Z. D28 TAR.20X27 CENTRE 558925 ;VIEGA SARL ;un; 15,04 € ; 7,52 € 
802587;raccords services;RACCORDS;558932;TE E.Z. D35 TAR.15X21 CENTRE 558932 ;VIEGA SARL ;un; 19,30 € ; 9,65 € 
802588;raccords services;RACCORDS;558949;TE E.Z. D35 TAR.20X27 CENTRE 558949 ;VIEGA SARL ;un; 21,02 € ; 10,51 € 
802589;raccords services;RACCORDS;557980;MANCHON E.Z. FF D15 SERTIR 557980 ;VIEGA SARL ;un; 3,20 € ; 1,60 € 
802590;raccords services;RACCORDS;557997;MANCHON E.Z. FF D18 SERTIR 557997 ;VIEGA SARL ;un; 3,28 € ; 1,64 € 
802591;raccords services;RACCORDS;558000;MANCHON E.Z. FF D22 SERTIR 558000 ;VIEGA SARL ;un; 3,48 € ; 1,74 € 
802592;raccords services;RACCORDS;558017;MANCHON E.Z. FF D28 SERTIR 558017 ;VIEGA SARL ;un; 4,16 € ; 2,08 € 
802593;raccords services;RACCORDS;558024;MANCHON E.Z. FF D35 SERTIR 558024 ;VIEGA SARL ;un; 7,14 € ; 3,57 € 
802594;raccords services;RACCORDS;558055;MANCH.E.Z.COULIS.F D15 SERTIR 558055;VIEGA SARL ;un; 3,38 € ; 1,69 € 
802595;raccords services;RACCORDS;558062;MANCH.E.Z.COULIS.F D18 SERTIR 558062;VIEGA SARL ;un; 3,62 € ; 1,81 € 
802596;raccords services;RACCORDS;558079;MANCH.E.Z.COULIS.F D22 SERTIR 558079;VIEGA SARL ;un; 3,94 € ; 1,97 € 
802597;raccords services;RACCORDS;558086;MANCH.E.Z.COULIS.F D28 SERTIR 558086;VIEGA SARL ;un; 5,34 € ; 2,67 € 
802598;raccords services;RACCORDS;558093;MANCH.E.Z.COULIS.F D35 SERTIR 558093;VIEGA SARL ;un; 10,62 € ; 5,31 € 
802599;raccords services;RACCORDS;558499;REDUCTION E.Z.MF 18/15 SERTIR 558499;VIEGA SARL ;un; 2,80 € ; 1,40 € 
802600;raccords services;RACCORDS;558505;REDUCTION E.Z.MF 22/15 SERTIR 558505;VIEGA SARL ;un; 3,02 € ; 1,51 € 
802601;raccords services;RACCORDS;558512;REDUCTION E.Z.MF 22/18 SERTIR 558512;VIEGA SARL ;un; 3,02 € ; 1,51 € 
802602;raccords services;RACCORDS;558529;REDUCTION E.Z.MF 28/15 SERTIR 558529;VIEGA SARL ;un; 4,04 € ; 2,02 € 
802603;raccords services;RACCORDS;558536;REDUCTION E.Z.MF 28/18 SERTIR 558536;VIEGA SARL ;un; 4,16 € ; 2,08 € 
802604;raccords services;RACCORDS;558543;REDUCTION E.Z.MF 28/22 SERTIR 558543;VIEGA SARL ;un; 4,22 € ; 2,11 € 
802605;raccords services;RACCORDS;642730;REDUCTION E.Z.MF 35/15 SERTIR 642730;VIEGA SARL ;un; 4,54 € ; 2,27 € 
802606;raccords services;RACCORDS;558550;REDUCTION E.Z.MF 35/22 SERTIR 558550;VIEGA SARL ;un; 4,78 € ; 2,39 € 
802607;raccords services;RACCORDS;558567;REDUCTION E.Z.MF 35/28 SERTIR 558567;VIEGA SARL ;un; 4,84 € ; 2,42 € 
802608;raccords services;RACCORDS;558994;MAMELON E.Z. F D15 FIL.12/17 558994 ;VIEGA SARL ;un; 8,26 € ; 4,13 € 
802609;raccords services;RACCORDS;559007;MAMELON E.Z. F D15 FIL.15/21 559007 ;VIEGA SARL ;un; 8,26 € ; 4,13 € 
802610;raccords services;RACCORDS;641979;MAMELON E.Z. F D15 FIL.20/27 641979 ;VIEGA SARL ;un; 10,02 € ; 5,01 € 
802611;raccords services;RACCORDS;559014;MAMELON E.Z. F D18 FIL.15/21 559014 ;VIEGA SARL ;un; 8,66 € ; 4,33 € 
802612;raccords services;RACCORDS;559021;MAMELON E.Z. F D18 FIL.20/27 559021 ;VIEGA SARL ;un; 9,02 € ; 4,51 € 
802613;raccords services;RACCORDS;641986;MAMELON E.Z. F D22 FIL.15/21 641986 ;VIEGA SARL ;un; 11,38 € ; 5,69 € 
802614;raccords services;RACCORDS;559038;MAMELON E.Z. F D22 FIL.20/27 559038 ;VIEGA SARL ;un; 9,56 € ; 4,78 € 
802615;raccords services;RACCORDS;641993;MAMELON E.Z. F D28 FIL.20/27 641993 ;VIEGA SARL ;un; 14,10 € ; 7,05 € 
802616;raccords services;RACCORDS;559045;MAMELON E.Z. F D28 FIL.26/34 559045 ;VIEGA SARL ;un; 12,62 € ; 6,31 € 
802617;raccords services;RACCORDS;642006;MAMELON E.Z. F D28 FIL.33/42 642006 ;VIEGA SARL ;un; 14,66 € ; 7,33 € 
802618;raccords services;RACCORDS;559052;MAMELON E.Z. F D35 FIL.33/42 559052 ;VIEGA SARL ;un; 16,22 € ; 8,11 € 
802619;raccords services;RACCORDS;642013;MAMELON E.Z. F D35 FIL.40/49 642013 ;VIEGA SARL ;un; 16,42 € ; 8,21 € 
802620;raccords services;RACCORDS;642044;MAMELON E.Z. M D15 FIL.15/21 642044 ;VIEGA SARL ;un; 8,26 € ; 4,13 € 
802621;raccords services;RACCORDS;642051;MAMELON E.Z. M D18 FIL.15/21 642051 ;VIEGA SARL ;un; 8,68 € ; 4,34 € 
802622;raccords services;RACCORDS;642082;MAMELON E.Z. M D22 FIL.20/27 642082 ;VIEGA SARL ;un; 9,86 € ; 4,93 € 
802623;raccords services;RACCORDS;559182;RACC E.Z. F D15 ECROU 20/27 559182;VIEGA SARL ;un; 7,68 € ; 3,84 € 
802624;raccords services;RACCORDS;559199;RACC E.Z. F D22 ECROU 26/34 559199;VIEGA SARL ;un; 10,00 € ; 5,00 € 
802625;raccords services;RACCORDS;559205;RACC E.Z. F D28 ECROU 33/42 559205;VIEGA SARL ;un; 13,26 € ; 6,63 € 
802626;raccords services;RACCORDS;559212;RACC E.Z. F D35 ECROU 40/49 559212;VIEGA SARL ;un; 20,02 € ; 10,01 € 
802627;raccords services;RACCORDS;642136;MAM. E.Z. F D15 TAR. 12/17 642136 ;VIEGA SARL ;un; 8,26 € ; 4,13 € 
802628;raccords services;RACCORDS;559557;MAM. E.Z. F D15 TAR. 15/21 559557 ;VIEGA SARL ;un; 8,26 € ; 4,13 € 
802629;raccords services;RACCORDS;642143;MAM. E.Z. F D15 TAR. 20/27 642143 ;VIEGA SARL ;un; 10,02 € ; 5,01 € 
802630;raccords services;RACCORDS;559090;MAM. E.Z. F D18 TAR. 15/21 559090 ;VIEGA SARL ;un; 8,42 € ; 4,21 € 
802631;raccords services;RACCORDS;559106;MAM. E.Z. F D18 TAR. 20/27 559106 ;VIEGA SARL ;un; 9,02 € ; 4,51 € 
802632;raccords services;RACCORDS;642150;MAM. E.Z. F D22 TAR. 15/21 642150 ;VIEGA SARL ;un; 11,38 € ; 5,69 € 
802633;raccords services;RACCORDS;559113;MAM. E.Z. F D22 TAR. 20/27 559113 ;VIEGA SARL ;un; 9,56 € ; 4,78 € 
802634;raccords services;RACCORDS;642167;MAM. E.Z. F D22 TAR. 26/34 642167 ;VIEGA SARL ;un; 11,32 € ; 5,66 € 
802635;raccords services;RACCORDS;642181;MAM. E.Z. F D28 TAR. 20/27 642181 ;VIEGA SARL ;un; 13,98 € ; 6,99 € 
802636;raccords services;RACCORDS;559120;MAM. E.Z. F D28 TAR. 26/34 559120 ;VIEGA SARL ;un; 13,08 € ; 6,54 € 
802637;raccords services;RACCORDS;642198;MAM. E.Z. F D35 TAR. 20/27 642198 ;VIEGA SARL ;un; 16,68 € ; 8,34 € 
802638;raccords services;RACCORDS;642204;MAM. E.Z. F D35 TAR. 33/42 642204 ;VIEGA SARL ;un; 18,40 € ; 9,20 € 
802639;raccords services;RACCORDS;559137;MAM. E.Z. M D15 TAR. 15/21 559137 ;VIEGA SARL ;un; 8,42 € ; 4,21 € 
802640;raccords services;RACCORDS;559144;MAM. E.Z. M D18 TAR. 15/21 559144 ;VIEGA SARL ;un; 9,44 € ; 4,72 € 
802641;raccords services;RACCORDS;559151;MAM. E.Z. M D18 TAR. 20/27 559151 ;VIEGA SARL ;un; 9,56 € ; 4,78 € 
802642;raccords services;RACCORDS;559168;MAM. E.Z. M D22 TAR. 15/21 559168 ;VIEGA SARL ;un; 9,78 € ; 4,89 € 
802643;raccords services;RACCORDS;559175;MAM. E.Z. M D22 TAR. 20/27 559175 ;VIEGA SARL ;un; 10,24 € ; 5,12 € 
802644;raccords services;RACCORDS;641849;UNION 3P. E.Z F15 TAR.15/21 641849;VIEGA SARL ;un; 11,32 € ; 5,66 € 
802645;raccords services;RACCORDS;643454;UNION 3P. E.Z F18 TAR.15/21 643454;VIEGA SARL ;un; 15,04 € ; 7,52 € 
802646;raccords services;RACCORDS;643461;UNION 3P. E.Z F22 TAR.20/27 643461;VIEGA SARL ;un; 16,92 € ; 8,46 € 
802647;raccords services;RACCORDS;643478;UNION 3P. E.Z F22 TAR.26/34 643478;VIEGA SARL ;un; 19,52 € ; 9,76 € 
802648;raccords services;RACCORDS;643485;UNION 3P. E.Z F28 TAR.26/34 643485;VIEGA SARL ;un; 26,14 € ; 13,07 € 
802649;raccords services;RACCORDS;643492;UNION 3P. E.Z F35 TAR.33/42 643492;VIEGA SARL ;un; 36,28 € ; 18,14 € 
802650;raccords services;RACCORDS;559243;UNION 3P. E.Z F15 FIL.15/21 559243;VIEGA SARL ;un; 10,60 € ; 5,30 € 
802651;raccords services;RACCORDS;559250;UNION 3P. E.Z F22 FIL.20/27 559250;VIEGA SARL ;un; 15,72 € ; 7,86 € 
802652;raccords services;RACCORDS;559267;UNION 3P. E.Z F28 FIL.26/34 559267;VIEGA SARL ;un; 24,58 € ; 12,29 € 
802653;raccords services;RACCORDS;559274;UNION 3P. E.Z F35 FIL.33/42 559274;VIEGA SARL ;un; 33,80 € ; 16,90 € 
802654;raccords services;RACCORDS;559304;UNION 3 P. E.Z. F15 SERTIR 559304 ;VIEGA SARL ;un; 21,16 € ; 10,58 € 
802655;raccords services;RACCORDS;559311;UNION 3 P. E.Z. F18 SERTIR 559311 ;VIEGA SARL ;un; 24,26 € ; 12,13 € 
802656;raccords services;RACCORDS;559328;UNION 3 P. E.Z. F22 SERTIR 559328 ;VIEGA SARL ;un; 30,54 € ; 15,27 € 
802657;raccords services;RACCORDS;559335;UNION 3 P. E.Z. F28 SERTIR 559335 ;VIEGA SARL ;un; 49,48 € ; 24,74 € 
802658;raccords services;RACCORDS;559342;UNION 3 P. E.Z. F35 SERTIR 559342 ;VIEGA SARL ;un; 69,04 € ; 34,52 € 
802659;raccords services;RACCORDS;558406;COUDE E.Z. 90° F15 FIL.12/17 558406 ;VIEGA SARL ;un; 9,70 € ; 4,85 € 
802660;raccords services;RACCORDS;558413;COUDE E.Z. 90° F15 FIL.15/21 558413 ;VIEGA SARL ;un; 10,12 € ; 5,06 € 
802661;raccords services;RACCORDS;558420;COUDE E.Z. 90° F18 FIL.15/21 558420 ;VIEGA SARL ;un; 10,98 € ; 5,49 € 
802662;raccords services;RACCORDS;558437;COUDE E.Z. 90° F22 FIL.20/27 558437 ;VIEGA SARL ;un; 14,36 € ; 7,18 € 
802663;raccords services;RACCORDS;558444;COUDE E.Z. 90° F28 FIL.26/34 558444 ;VIEGA SARL ;un; 18,24 € ; 9,12 € 
802664;raccords services;RACCORDS;558451;COUDE E.Z. 90° F35 FIL.33/42 558451 ;VIEGA SARL ;un; 27,36 € ; 13,68 € 
802665;raccords services;RACCORDS;559519;COUDE E.Z. 90° F15 TAR.12/17 559519 ;VIEGA SARL ;un; 11,08 € ; 5,54 € 
802666;raccords services;RACCORDS;559526;COUDE E.Z. 90° F15 TAR.15/21 559526 ;VIEGA SARL ;un; 11,40 € ; 5,70 € 
802667;raccords services;RACCORDS;559533;COUDE E.Z. 90° F18 TAR.15/21 559533 ;VIEGA SARL ;un; 13,00 € ; 6,50 € 
802668;raccords services;RACCORDS;559540;COUDE E.Z. 90° F22 TAR.20/27 559540 ;VIEGA SARL ;un; 15,72 € ; 7,86 € 
802669;raccords services;RACCORDS;459437;JOINT FKM SOLAIRE 35X3 459437 ;VIEGA SARL ;un; 6,28 € ; 3,14 € 
802670;raccords services;RACCORDS;459444;JOINT FKM SOLAIRE 42X4 459444 ;VIEGA SARL ;un; 10,62 € ; 5,31 € 
802671;raccords services;RACCORDS;459451;JOINT FKM SOLAIRE 54X4 459451 ;VIEGA SARL ;un; 13,70 € ; 6,85 € 
802672;raccords services;OUTILLAGE;622398;COFFRET P/SERT.PRESSGUN PICCO 622398;VIEGA SARL ;un; 3 275,80 € ; 1 637,90 € 
802673;raccords services;RACCORDS;661991;RAC 2P.BR.M12 EC.15/21 GAZ 661991 ;VIEGA SARL ;un; 12,94 € ; 6,47 € 
802674;raccords services;RACCORDS;662288;RAC 2P.BR.M14 EC.15/21 GAZ 662288 ;VIEGA SARL ;un; 13,86 € ; 6,93 € 
802675;raccords services;RACCORDS;653903;RAC 2P.BR.M15 EC.15/21 GAZ 653903 ;VIEGA SARL ;un; 14,10 € ; 7,05 € 
802676;raccords services;RACCORDS;662011;RAC 2P.BR.M16 EC.20/27 GAZ 662011 ;VIEGA SARL ;un; 14,48 € ; 7,24 € 
802677;raccords services;RACCORDS;653927;RAC 2P.BR.M18 EC.20/27 GAZ 653927 ;VIEGA SARL ;un; 15,34 € ; 7,67 € 
802678;raccords services;RACCORDS;662028;RAC 2P.BR.M22 EC.20/27 GAZ 662028 ;VIEGA SARL ;un; 17,40 € ; 8,70 € 
802679;raccords services;RACCORDS;653934;RAC 2P.BR.M22 EC.26/34 GAZ 653934 ;VIEGA SARL ;un; 21,28 € ; 10,64 € 
802680;raccords services;RACCORDS;653941;RAC 2P.BR.M28 EC.33/42 GAZ 653941 ;VIEGA SARL ;un; 33,38 € ; 16,69 € 
